trip_id,employee_id,program_office,travel_date,travel_purpose,expense_type,amount,mileage,total_mileage_cost
TR01901,EMP0086,TRANS,2024-07-03,Asset Movement,Hotel/Lodging,263.09,,
TR01902,EMP0061,TRANS,2024-08-22,Asset Movement,Mileage,174.53,260.5,174.53
TR01903,EMP0088,LOG,2024-03-13,Asset Management,Mileage,226.53,338.1,226.53
TR01904,EMP0034,LOG,2024-03-30,Asset Movement,Hotel/Lodging,306.5,,
TR01905,EMP0005,FIN,2024-05-30,Asset Management,Air Transportation,667.87,,
TR01906,EMP0044,OPS,2023-12-03,Asset Movement,Mileage,300.29,448.2,300.29
TR01907,EMP0134,TRANS,2023-10-05,Asset Management,Mileage,313.56,468.0,313.56
TR01908,EMP0075,FIN,2024-09-21,Asset Management,Mileage,161.87,241.6,161.87
TR01909,EMP0110,FIN,2024-01-02,Asset Management,Hotel/Lodging,334.15,,
TR01910,EMP0010,FIN,2023-12-06,Asset Movement,Air Transportation,648.62,,
TR01911,EMP0081,ADMIN,2023-12-19,Asset Management,Hotel/Lodging,327.33,,
TR01912,EMP0039,OPS,2024-02-29,Asset Management,Mileage,250.51,373.9,250.51
TR01913,EMP0081,ADMIN,2024-06-13,Asset Movement,Air Transportation,697.68,,
TR01914,EMP0084,FIN,2024-02-07,Asset Management,Ground Transportation,34.33,,
TR01915,EMP0078,FIN,2024-09-03,Asset Movement,Mileage,21.91,32.7,21.91
TR01916,EMP0082,FIN,2023-12-05,Asset Management,Mileage,346.59,517.3,346.59
TR01917,EMP0042,FIN,2023-11-17,Asset Management,Mileage,104.79,156.4,104.79
TR01918,EMP0026,TRANS,2023-12-26,Asset Movement,Ground Transportation,67.69,,
TR01919,EMP0003,OPS,2024-08-23,Asset Movement,Ground Transportation,55.25,,
TR01920,EMP0006,OPS,2024-06-13,Asset Management,Air Transportation,714.0,,
TR01921,EMP0124,TRANS,2024-05-27,Asset Management,Mileage,355.5,530.6,355.5
TR01922,EMP0009,TRANS,2024-03-25,Asset Management,Ground Transportation,115.4,,
TR01923,EMP0031,PMO,2024-09-29,Asset Management,Ground Transportation,94.89,,
TR01924,EMP0083,TRANS,2024-08-19,Asset Management,Air Transportation,681.98,,
TR01925,EMP0035,FIN,2024-04-27,Asset Management,Hotel/Lodging,333.16,,
TR01926,EMP0008,TRANS,2024-09-17,Asset Movement,Mileage,336.47,502.2,336.47
TR01927,EMP0015,LOG,2024-07-29,Asset Movement,Ground Transportation,78.87,,
TR01928,EMP0102,PMO,2024-03-23,Asset Movement,Hotel/Lodging,205.89,,
TR01929,EMP0049,PMO,2024-03-21,Asset Movement,Hotel/Lodging,123.0,,
TR01930,EMP0002,OPS,2024-01-25,Asset Movement,Mileage,324.95,485.0,324.95
TR01931,EMP0063,TRANS,2024-05-09,Asset Movement,Mileage,349.07,521.0,349.07
TR01932,EMP0066,PMO,2024-08-20,Asset Management,Mileage,37.39,55.8,37.39
TR01933,EMP0085,FIN,2023-10-03,Asset Management,Air Transportation,1013.38,,
TR01934,EMP0117,PMO,2023-10-27,Asset Management,Hotel/Lodging,295.55,,
TR01935,EMP0066,PMO,2023-11-09,Asset Management,Ground Transportation,84.67,,
TR01936,EMP0147,TRANS,2024-06-15,Asset Movement,Hotel/Lodging,348.32,,
TR01937,EMP0022,TRANS,2023-10-23,Asset Movement,Mileage,283.88,423.7,283.88
TR01938,EMP0149,TRANS,2023-12-31,Asset Management,Hotel/Lodging,109.16,,
TR01939,EMP0072,OPS,2024-03-04,Asset Management,Air Transportation,360.07,,
TR01940,EMP0070,LOG,2024-01-28,Asset Movement,Mileage,417.08,622.5,417.08
TR01941,EMP0128,PMO,2024-07-13,Asset Movement,Mileage,176.68,263.7,176.68
TR01942,EMP0053,ADMIN,2024-08-04,Asset Movement,Ground Transportation,15.9,,
TR01943,EMP0052,OPS,2024-09-24,Asset Movement,Hotel/Lodging,114.75,,
TR01944,EMP0143,TRANS,2024-03-20,Asset Movement,Mileage,202.21,301.8,202.21
TR01945,EMP0012,ADMIN,2024-06-15,Asset Movement,Air Transportation,1192.82,,
TR01946,EMP0055,OPS,2024-07-14,Asset Movement,Mileage,100.9,150.6,100.9
TR01947,EMP0038,OPS,2023-10-10,Asset Movement,Air Transportation,706.31,,
TR01948,EMP0117,PMO,2024-04-27,Asset Management,Air Transportation,432.06,,
TR01949,EMP0070,LOG,2024-08-13,Asset Movement,Ground Transportation,113.63,,
TR01950,EMP0129,FIN,2023-10-08,Asset Movement,Hotel/Lodging,184.53,,
TR01951,EMP0141,OPS,2024-02-05,Asset Management,Mileage,75.44,112.6,75.44
TR01952,EMP0126,PMO,2024-07-03,Asset Movement,Air Transportation,773.87,,
TR01953,EMP0127,PMO,2024-08-16,Asset Management,Ground Transportation,18.81,,
TR01954,EMP0121,ADMIN,2024-09-28,Asset Movement,Mileage,320.33,478.1,320.33
TR01955,EMP0128,PMO,2024-04-17,Asset Management,Ground Transportation,70.83,,
TR01956,EMP0144,TRANS,2023-12-26,Asset Movement,Ground Transportation,109.38,,
TR01957,EMP0024,ADMIN,2024-06-21,Asset Movement,Air Transportation,401.44,,
TR01958,EMP0043,OPS,2024-07-10,Asset Management,Air Transportation,246.83,,
TR01959,EMP0018,LOG,2024-04-06,Asset Management,Ground Transportation,41.6,,
TR01960,EMP0021,PMO,2024-08-04,Asset Movement,Ground Transportation,99.69,,
TR01961,EMP0007,PMO,2024-04-05,Asset Management,Air Transportation,1137.47,,
TR01962,EMP0137,ADMIN,2024-09-13,Asset Management,Ground Transportation,23.17,,
TR01963,EMP0039,OPS,2023-12-01,Asset Movement,Mileage,103.98,155.2,103.98
TR01964,EMP0004,ADMIN,2023-11-02,Asset Movement,Ground Transportation,144.0,,
TR01965,EMP0107,TRANS,2024-04-27,Asset Movement,Mileage,244.42,364.8,244.42
TR01966,EMP0070,LOG,2024-03-29,Asset Movement,Mileage,380.16,567.4,380.16
TR01967,EMP0029,FIN,2024-07-29,Asset Management,Hotel/Lodging,163.99,,
TR01968,EMP0120,PMO,2024-05-02,Asset Movement,Mileage,301.9,450.6,301.9
TR01969,EMP0089,OPS,2024-03-17,Asset Movement,Air Transportation,520.73,,
TR01970,EMP0127,PMO,2024-06-24,Asset Management,Hotel/Lodging,263.84,,
TR01971,EMP0073,ADMIN,2024-02-02,Asset Management,Hotel/Lodging,123.85,,
TR01972,EMP0133,FIN,2024-09-08,Asset Movement,Hotel/Lodging,217.87,,
TR01973,EMP0022,TRANS,2024-09-08,Asset Management,Ground Transportation,87.86,,
TR01974,EMP0136,OPS,2024-05-26,Asset Management,Air Transportation,851.63,,
TR01975,EMP0045,OPS,2024-07-08,Asset Management,Air Transportation,876.71,,
TR01976,EMP0026,TRANS,2024-03-01,Asset Management,Air Transportation,470.08,,
TR01977,EMP0015,LOG,2024-02-06,Asset Movement,Air Transportation,366.62,,
TR01978,EMP0043,OPS,2024-04-26,Asset Management,Air Transportation,1069.08,,
TR01979,EMP0059,FIN,2024-04-13,Asset Management,Hotel/Lodging,114.93,,
TR01980,EMP0017,FIN,2023-12-25,Asset Movement,Hotel/Lodging,312.39,,
TR01981,EMP0146,PMO,2024-09-11,Asset Management,Air Transportation,348.34,,
TR01982,EMP0079,FIN,2024-02-07,Asset Management,Mileage,348.6,520.3,348.6
TR01983,EMP0074,TRANS,2024-05-30,Asset Management,Air Transportation,975.25,,
TR01984,EMP0125,LOG,2024-07-15,Asset Management,Hotel/Lodging,153.85,,
TR01985,EMP0041,FIN,2023-11-15,Asset Movement,Air Transportation,922.87,,
TR01986,EMP0017,FIN,2024-06-15,Asset Movement,Ground Transportation,70.88,,
TR01987,EMP0003,OPS,2024-03-24,Asset Management,Air Transportation,449.63,,
TR01988,EMP0018,LOG,2024-02-15,Asset Movement,Mileage,196.24,292.9,196.24
TR01989,EMP0080,OPS,2024-09-04,Asset Management,Ground Transportation,108.19,,
TR01990,EMP0082,FIN,2024-06-16,Asset Management,Mileage,152.09,227.0,152.09
TR01991,EMP0083,TRANS,2023-10-12,Asset Movement,Air Transportation,573.2,,
TR01992,EMP0052,OPS,2024-09-16,Asset Management,Air Transportation,1114.71,,
TR01993,EMP0026,TRANS,2024-05-13,Asset Movement,Hotel/Lodging,279.09,,
TR01994,EMP0116,PMO,2024-01-25,Asset Management,Mileage,35.98,53.7,35.98
TR01995,EMP0006,OPS,2023-10-06,Asset Management,Air Transportation,825.85,,
TR01996,EMP0011,ADMIN,2024-04-17,Asset Management,Air Transportation,1194.61,,
TR01997,EMP0127,PMO,2024-05-11,Asset Movement,Air Transportation,911.93,,
TR01998,EMP0055,OPS,2023-10-05,Asset Movement,Hotel/Lodging,324.57,,
TR01999,EMP0098,OPS,2023-12-02,Asset Management,Mileage,304.92,455.1,304.92
TR02000,EMP0018,LOG,2023-10-30,Asset Movement,Ground Transportation,117.56,,
